Participant,FirstCardPlayed,Card_1,Card_2,Card_3,Card_4,Card_5,Card_6,Card_7,Card_8,Card_9,Card_10,Card_11,Card_12,Card_13,ScoreOnNextPlay
68366,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68372,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68376,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
68382,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68385,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68389,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68393,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68401,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68403,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
68409,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
68413,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68418,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68423,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68429,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68431,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68435,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68440,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68441,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68448,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68451,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
68455,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
68459,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68467,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68468,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68474,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68478,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
68482,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68486,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
68492,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68495,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68502,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68505,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68510,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68516,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68517,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68523,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68526,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68531,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68534,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68535,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68540,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
68545,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
68547,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68552,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68557,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68559,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68566,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68570,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68576,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68581,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68582,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68586,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68590,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
68596,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68598,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68606,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68611,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
68616,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68617,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68625,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68630,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68635,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68638,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68642,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68646,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68651,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68655,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
68661,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68666,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68667,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68674,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3
68676,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68680,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68684,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68690,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68694,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
68700,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68704,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68708,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68712,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68717,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
68722,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
68724,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68730,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68732,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68737,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68743,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68744,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68748,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68752,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68758,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68761,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68767,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
68770,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68776,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
68778,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68782,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
68786,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68794,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68796,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
68803,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68806,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68811,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68815,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68816,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68822,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68826,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68832,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68836,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
68843,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68846,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68851,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68855,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68856,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68860,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68864,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68870,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68874,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
68878,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68882,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68890,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68896,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
68900,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68904,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
68909,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68910,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68917,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
68919,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68925,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68929,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68936,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68939,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68943,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68947,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
68954,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68956,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68962,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68966,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
68972,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68977,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68978,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68983,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
68989,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68990,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68994,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68998,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69004,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69007,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69013,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69016,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69021,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69026,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
69028,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
69033,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69039,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69040,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69046,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69050,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69055,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69058,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69066,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69067,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69072,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69076,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
69084,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69088,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69092,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69098,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69102,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69108,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69112,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69117,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69121,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69125,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69130,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69131,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69136,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69140,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69141,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69147,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69150,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69158,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69164,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69168,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69174,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69179,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
69183,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69188,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69195,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69199,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
69204,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69207,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69212,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69218,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69219,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69224,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69227,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69229,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69236,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69237,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69243,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69246,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69250,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69254,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69261,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69264,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69270,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69273,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69279,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69283,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69288,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
69292,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69298,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69303,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69304,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69308,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69312,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69317,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69321,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69322,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
69328,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69331,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69335,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69340,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69341,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69347,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69350,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69356,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69359,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69365,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69369,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69375,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69378,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69385,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69388,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69394,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69397,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69401,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69405,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69411,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
69413,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
69418,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69421,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69425,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69429,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69436,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69437,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69443,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69448,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
69450,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69456,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
69460,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69467,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69470,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69475,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69480,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
69482,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69487,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69491,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69499,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69501,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69506,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69509,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69510,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
69516,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69521,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69522,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69529,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69532,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
69539,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
69541,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69547,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69551,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69557,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69560,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69566,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69570,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69574,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69578,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69585,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69589,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69595,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69605,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69609,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69614,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69617,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69624,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69625,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69631,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69633,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69639,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69642,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69649,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69651,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
69660,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69661,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
69667,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
69671,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69676,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69681,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69688,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69690,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69694,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69698,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69702,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69706,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69712,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69717,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69718,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69724,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69727,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69734,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
69737,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69742,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69745,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69754,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69761,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3
69763,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69770,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69772,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69779,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69781,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69787,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69791,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69797,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69800,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69806,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69811,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69812,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69817,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69822,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
69825,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69830,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69835,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
69837,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69842,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69847,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69851,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69855,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69861,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69865,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69872,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69875,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69880,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69883,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69884,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69890,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69895,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69896,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69903,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69912,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69915,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69919,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69923,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69931,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69933,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69939,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69941,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69946,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69949,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69950,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69955,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69958,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
69964,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
69967,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69971,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69975,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69983,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69985,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69993,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69997,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70001,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70006,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70009,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
70015,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70019,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
70024,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70030,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
70032,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70039,10,0,0,0,0,0,0,0,0,0,1,0,0,0,3
70042,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70048,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70053,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
70059,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70064,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70065,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70069,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70073,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70077,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70081,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70085,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70089,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
70094,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70097,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70098,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70104,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
70115,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
70117,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70123,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70127,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70133,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70137,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70141,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70145,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
70151,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70155,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70161,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70164,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70169,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70172,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70177,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70180,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70185,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
